error_row,control_row,error_event,control_event,cost,same_problem,reused_control
123,306,85,77,0.02785033307399994,0,0
124,236,0,0,0.0011689497737952387,0,0
125,261,207,130,0.003313486975216178,0,0
126,275,91,211,0.027466528660016434,0,0
127,204,26,55,0.00045513053013800233,0,0
128,361,48,30,0.0032201258301806134,0,0
129,327,126,99,0.0022680558662559027,0,0
130,302,69,39,0.004130564657175171,0,0
131,246,45,41,0.0007558311195535721,0,0
132,278,104,134,0.01113371645371415,0,0
133,286,46,24,0.0009395874634733344,0,0
134,280,89,214,0.8212931020590386,0,1
135,240,87,42,0.015485957307339435,0,0
136,349,119,160,0.0002885027160142595,0,0
137,238,145,164,0.0,0,0
138,343,115,100,0.08732785762470208,0,0
139,226,166,114,0.023270628367315083,0,0
140,310,85,98,0.19974080380662929,0,0
141,219,52,9,0.003087313111633628,0,0
142,207,46,45,0.0010839557627345866,0,0
143,352,60,64,0.0005377292703214979,0,0
144,313,0,0,0.0,0,0
145,368,64,92,0.0014938263004056309,0,0
146,390,26,36,0.0,0,0
147,248,111,65,0.007096130862405585,0,0
148,267,90,82,0.013459519512233703,0,0
149,253,279,136,0.14437386766257887,0,1
150,357,147,241,0.11583028551231793,0,0
151,234,29,56,0.06024932634055042,0,0
152,253,284,136,0.12687018879995904,0,1
153,322,0,0,0.0029625515317542868,0,0
154,245,178,181,0.1826234542608149,0,0
155,287,206,250,0.0,0,0
156,254,0,0,0.03798991339015987,0,0
157,289,99,85,0.00045513053013800233,0,0
158,203,0,0,0.0,0,0
159,340,99,78,0.0774730174410748,0,0
160,288,142,93,0.000427341866919125,0,0
161,294,55,55,0.059095377905371234,0,0
162,348,59,109,0.0003576957686311564,0,0
163,247,0,0,0.16444233023093396,0,0
164,243,68,145,0.0006211481538560061,0,0
165,356,79,59,0.0009843276593264805,0,0
166,328,0,0,0.0,0,0
167,229,0,0,0.002351298742292187,0,0
168,377,142,78,0.002114304604465244,0,0
169,304,28,65,0.07255443365406988,0,0
170,216,46,93,0.23413403973319932,0,1
171,370,177,91,0.0013345845094417086,0,0
172,277,0,0,0.16494182047287767,0,0
173,339,135,95,0.00044090799501498613,0,0
174,217,0,0,0.0003680635830496993,0,0
175,295,268,211,0.0005195016033343457,0,0
176,257,0,0,0.005196914517135925,0,0
177,345,70,33,0.0022680558662559027,0,0
178,326,50,53,0.0013345845094417516,0,0
179,316,73,67,0.0,0,0
180,225,73,112,0.1298788664016184,0,0
181,369,122,93,0.003969484669686892,0,0
182,325,37,18,0.0007879929579580218,0,0
183,362,189,68,0.0022680558662559027,0,0
184,342,207,183,0.0058081498181311985,0,0
185,381,66,32,0.009078015170491553,0,0
186,346,89,31,0.00653394625846359,0,0
187,317,0,0,0.16809222854312694,0,0
188,305,230,137,0.0013345845094417516,0,0
189,202,169,70,0.07882226131418955,0,1
190,341,23,25,0.01138992898081991,0,0
191,199,38,168,0.013459519512233568,0,0
192,334,143,105,0.026922286985630955,0,0
193,333,76,50,0.0010839557627345473,0,0
194,371,65,54,0.0009843276593264805,0,0
195,355,131,147,0.0026304973523962397,0,0
196,250,146,81,0.0021388229918778544,0,0
197,323,152,232,0.004677336976227349,0,0
198,281,64,175,0.24589157774378934,0,0
206,276,212,271,0.7566747709909949,0,1
262,232,33,21,0.0005195016033343457,0,0
290,389,0,0,0.0164619273969608,0,0
303,298,46,53,0.02606198312748462,0,0
308,336,0,0,0.0010839557627345866,0,0
394,231,0,0,0.01826191660938976,0,0
