axis,variant,metric,layer,offset,n_pairs,pair_coverage,error_mean,error_ci_low,error_ci_high,control_mean,control_ci_low,control_ci_high,paired_difference,difference_ci_low,difference_ci_high,paired_effect_dz,matched_event_auroc,sign_flip_p,bh_q
step,raw,delta_norm,12,0,170,0.8292682926829268,2.4858023538308984,2.423037413954735,2.5499501418015535,2.4710253477096558,2.3988874698211164,2.5466659643895486,0.014777006121242747,-0.07711903885883443,0.10265393897014496,0.024285308137419824,0.5185813148788927,0.758248350329934,0.8543643383999256
step,raw,delta_norm,12,1,189,0.9219512195121952,2.366583916245314,2.289695877656735,2.4361626102653133,2.432922119816775,2.361418320782601,2.498592628231124,-0.06633820357146086,-0.14892957642595603,0.018587780377221454,-0.11204661792766238,0.4590297024159458,nan,nan
step,raw,delta_norm,12,2,146,0.7121951219512195,2.51541273357117,2.4216876024967187,2.607546230885264,2.5976138319054694,2.506254908564973,2.6900904017564367,-0.08220109833429938,-0.19449594130050646,0.030605510346693444,-0.11909678127579147,0.4677237755676487,nan,nan
step,raw,delta_norm,14,-2,59,0.28780487804878047,3.2598678378735557,3.1144697241863963,3.400044694593397,3.545610015675173,3.395811044462657,3.6890590138354544,-0.28574217780161715,-0.5274163728043184,-0.043553614717419156,-0.3003282627805422,0.35650675093363976,nan,nan
step,raw,delta_norm,14,-1,108,0.526829268292683,3.150183057343518,3.0560158850970094,3.24561374557239,3.2788688010639615,3.1673846683016533,3.39834234830406,-0.12868574372044317,-0.26675156713635834,0.010958778747805839,-0.17452285102433904,0.4418724279835391,nan,nan
step,raw,delta_norm,14,0,170,0.8292682926829268,3.2090632978607627,3.1356625956121613,3.284332793197211,3.2024055684314057,3.1262739395043426,3.2808011306384026,0.006657729429357192,-0.0959728926244904,0.11183330716455682,0.009847750652288554,0.5128719723183391,0.9054189162167566,0.9406949778875393
step,raw,delta_norm,14,1,189,0.9219512195121952,3.083916683045645,3.004916957888023,3.1651436427282906,3.1529004567514654,3.083741534891583,3.226610279272473,-0.06898377370582055,-0.1596153388420741,0.021137681351136885,-0.1047805458258528,0.46107331821617537,nan,nan
step,raw,delta_norm,14,2,146,0.7121951219512195,3.252613654283628,3.145140935745958,3.349657710855954,3.3264741056585967,3.2270382982614922,3.4266078764036907,-0.07386045137496844,-0.20322824566535755,0.04357864263735403,-0.09613225729279806,0.4811409270031901,nan,nan
step,raw,delta_norm,16,-2,59,0.28780487804878047,3.8053185050770386,3.633798195446952,3.97398469478397,4.118632175154605,3.955475806886867,4.285035678390729,-0.3133136700775664,-0.5705506527827957,-0.05363843552136838,-0.29543491120207505,0.361677678827923,nan,nan
step,raw,delta_norm,16,-1,108,0.526829268292683,3.6929451558325024,3.592271339175878,3.808102851940526,3.822095740724493,3.691529271779237,3.9476698315805856,-0.12915058489199038,-0.2824712825594125,0.030668342444631416,-0.1509596065497253,0.4453875171467764,nan,nan
step,raw,delta_norm,16,0,170,0.8292682926829268,3.735945388850044,3.643322052605012,3.826223713545238,3.724794500014361,3.6370109832637447,3.8141028687883822,0.011150888835682589,-0.10735135450082667,0.13192693240502293,0.013830358213738243,0.5142906574394464,0.8554289142171566,0.9124575084983003
step,raw,delta_norm,16,1,189,0.9219512195121952,3.6030152966736484,3.5058778093920813,3.6962829308219685,3.6862006212668446,3.6075754203178265,3.768564650999806,-0.08318532459319584,-0.19106790767144904,0.030567448637472804,-0.1070198823674979,0.46264102348758435,nan,nan
step,raw,delta_norm,16,2,146,0.7121951219512195,3.79845918857888,3.678689795283422,3.9088115079762185,3.866647803620116,3.759868743648268,3.977617293351317,-0.06818861504123636,-0.21966588203221152,0.08343649057492798,-0.0767091813438974,0.48752111090260836,nan,nan
step,raw,delta_norm,18,-2,59,0.28780487804878047,4.673185877880807,4.4540875994553,4.909876823526318,5.093271639387487,4.8689253643407655,5.323442784608421,-0.4200857615066787,-0.7758875017449006,-0.04803688950457827,-0.28972257711489835,0.37230680838839414,nan,nan
step,raw,delta_norm,18,-1,108,0.526829268292683,4.505551874637604,4.355899639096525,4.668514432233793,4.673720017627433,4.4997739299028,4.844882649128084,-0.16816814298982974,-0.3940044771741938,0.04545387509796347,-0.14354075508563255,0.44573045267489714,nan,nan
step,raw,delta_norm,18,0,170,0.8292682926829268,4.576982247128206,4.4621034712300585,4.706416046163615,4.539473808512968,4.412546201733981,4.664603137233678,0.03750843861523796,-0.12733436784323524,0.2173073715672772,0.03327029935864546,0.5209688581314879,0.6602679464107178,0.8126374725054989
step,raw,delta_norm,18,1,189,0.9219512195121952,4.38725099109468,4.259103501221491,4.514008262106981,4.4467583434291615,4.337571859138984,4.559287998159095,-0.0595073523344817,-0.2010212563963794,0.08458367428451613,-0.056771409231889225,0.478374065675653,nan,nan
step,raw,delta_norm,18,2,146,0.7121951219512195,4.610366121546863,4.467633027716042,4.7718793607737915,4.6775066019737555,4.521964167038055,4.836809636305456,-0.06714048042689284,-0.25554140393864616,0.11524264438919818,-0.05739212947909647,0.49347907674985925,nan,nan
step,raw,delta_norm,20,-2,59,0.28780487804878047,5.270552307872449,4.991036459854093,5.554898920503713,5.704774125147674,5.427640620833736,5.993272442938918,-0.43422181727522513,-0.8534432722350298,-0.013061379275079641,-0.25402512211151695,0.38465958058029304,nan,nan
step,raw,delta_norm,20,-1,108,0.526829268292683,5.0609183664675115,4.868403411794592,5.249619220693907,5.243386928681974,5.04263260634961,5.453989507423507,-0.18246856221446284,-0.4312466886860353,0.07949385229084212,-0.13185835772657287,0.4484739368998628,nan,nan
step,raw,delta_norm,20,0,170,0.8292682926829268,5.158231444919811,4.996981038416133,5.318547353218584,5.117343686608708,4.972066138526973,5.277918980822843,0.040887758311103375,-0.16242414109847125,0.24517612523892343,0.029824598360900328,0.5194117647058824,0.707258548290342,0.8320688803415788
step,raw,delta_norm,20,1,189,0.9219512195121952,4.925451686142614,4.7755622964687445,5.090752180890431,4.9600836864854925,4.8292537110507805,5.095592770311567,-0.034632000342878715,-0.2076163422178339,0.13961924989387442,-0.027551005149552957,0.48540074466000394,nan,nan
step,raw,delta_norm,20,2,146,0.7121951219512195,5.193067598832797,4.996869364033823,5.37966363564746,5.210691381807196,5.026539485217774,5.401383256136554,-0.017623782974399933,-0.24488344231288725,0.21863744944742272,-0.012451411676251403,0.5079752298742728,nan,nan
step,raw,delta_norm,22,-2,59,0.28780487804878047,6.309442136247279,5.966820465003029,6.649658685417498,6.829410124633272,6.501361249463033,7.156044502177481,-0.5199679883859926,-1.0725078508005303,0.03638529939166558,-0.24461273482191395,0.38494685435219766,nan,nan
step,raw,delta_norm,22,-1,108,0.526829268292683,6.017322354846531,5.798054966440907,6.253951260778639,6.244271620556161,5.98632270903499,6.512219713076397,-0.22694926570962975,-0.5557843531723375,0.10803563241605396,-0.13300072934978377,0.449502743484225,nan,nan
step,raw,delta_norm,22,0,170,0.8292682926829268,6.133825067912831,5.935193251581753,6.340302111822016,6.098401846605189,5.905086927834679,6.280052710911807,0.03542322130764232,-0.2084158340622397,0.27641436689040233,0.020938794103056976,0.5161937716262975,0.7880423915216956,0.8739074102987621
step,raw,delta_norm,22,1,189,0.9219512195121952,5.8562115235303445,5.667407066986043,6.033770951959822,5.8796718082730735,5.723356012503307,6.046583410041042,-0.023460284742728744,-0.23202369884839136,0.18169699560397518,-0.015354704823652745,0.491055681531872,nan,nan
step,raw,delta_norm,22,2,146,0.7121951219512195,6.170115800753032,5.94175863551767,6.384185302624964,6.154759710782195,5.932262422287301,6.373793182471028,0.0153560899708369,-0.2613202814369986,0.2823760676465621,0.00902709024842921,0.5159973728654532,nan,nan
step,raw,relative_delta_norm,8,-2,59,0.28780487804878047,0.6017729099524223,0.5698204616242546,0.6353533370136204,0.6609132143400483,0.6318061272976762,0.6908563392647242,-0.059140304387626,-0.10846940609863248,-0.011335988873142371,-0.31133393454840635,0.359379488652686,nan,nan
step,raw,relative_delta_norm,8,-1,108,0.526829268292683,0.585666065690694,0.5646061512400156,0.6090118201932421,0.5985252399135519,0.575092725455761,0.6233335697195596,-0.012859174222857863,-0.03977287103318505,0.01428408982853093,-0.08371866528806118,0.4691358024691358,nan,nan
step,raw,relative_delta_norm,8,0,170,0.8292682926829268,0.6086351247394786,0.5923639744038091,0.6251464681458824,0.5883730378221063,0.5707425285086912,0.606354782327133,0.020262086917372312,-0.0021274606795871954,0.04312943073318278,0.13406062795985255,0.5497577854671281,0.07658468306338732,0.5024877377465683
step,raw,relative_delta_norm,8,1,189,0.9219512195121952,0.5752229312109569,0.5580651170046872,0.5925144986776764,0.5733505689277851,0.5568921134191215,0.5896390055459012,0.0018723622831718,-0.01902854519861716,0.023645368711185197,0.012467957360308712,0.4987262394669802,nan,nan
step,raw,relative_delta_norm,8,2,146,0.7121951219512195,0.602550354314177,0.5787830350639885,0.6254725627907335,0.6050694619547831,0.5832694399897775,0.6269228986630293,-0.0025191076406060834,-0.028944073178588527,0.023810599739216738,-0.01468843457527094,0.5033308313004315,nan,nan
step,raw,relative_delta_norm,10,-2,59,0.28780487804878047,0.6083517266532122,0.5775106647888483,0.6377531069946492,0.658282164799965,0.6301229151376223,0.6842123746240543,-0.049930438146752826,-0.09503043775083654,-0.006394997251740964,-0.28768266906807566,0.370870439528871,nan,nan
step,raw,relative_delta_norm,10,-1,108,0.526829268292683,0.5925485331703115,0.5740369448852208,0.6125326225051173,0.6033306911035821,0.5819404583010409,0.6251902269958346,-0.01078215793327049,-0.03749881250852788,0.016429800885143092,-0.07529789768595951,0.483196159122085,nan,nan
step,raw,relative_delta_norm,10,0,170,0.8292682926829268,0.6137810899930842,0.5993097682998461,0.6282554339310702,0.5932998765917386,0.5776504338357378,0.608820917904377,0.020481213401345646,0.0001547042105127791,0.04124459453365378,0.14814638564756308,0.5644982698961938,0.054989002199560086,0.4719056188762247
step,raw,relative_delta_norm,10,1,189,0.9219512195121952,0.5843637323884107,0.5689901140355875,0.6004250336497549,0.5802003159409478,0.5661735900140629,0.5949430818240794,0.004163416447462859,-0.015723515932679805,0.024038433819693845,0.030659597611908042,0.5084124184653285,nan,nan
step,raw,relative_delta_norm,10,2,146,0.7121951219512195,0.6088706325382403,0.5887655365523207,0.6293371785483132,0.6082517472031999,0.5893312833080553,0.6270905817361319,0.000618885335040419,-0.023174843972880547,0.025513194873928995,0.004114389513947131,0.5090073184462376,nan,nan
step,raw,relative_delta_norm,12,-2,59,0.28780487804878047,0.6154039168761949,0.5849274158730345,0.6481924078600891,0.6673266746230044,0.6377164870248002,0.6953153606946185,-0.05192275774680962,-0.09662570087081294,-0.005998438811403263,-0.28923538253364056,0.366274059178397,nan,nan
step,raw,relative_delta_norm,12,-1,108,0.526829268292683,0.5940359027849303,0.574695266838427,0.6133241876131958,0.6099655418484299,0.5869146948128386,0.6316441382591923,-0.015929639063499593,-0.04272448213564025,0.011024237272364033,-0.10932819156569598,0.46664951989026066,nan,nan
step,raw,relative_delta_norm,12,0,170,0.8292682926829268,0.6158680223366794,0.6020116180400639,0.6306103001403458,0.595444823363248,0.580287969918812,0.6112206172504845,0.020423198973431308,-0.00011087058221592601,0.04172749065300998,0.1474089017799374,0.5656055363321799,0.05898820235952809,0.4719056188762247
step,raw,relative_delta_norm,12,1,189,0.9219512195121952,0.5888985180980945,0.5735463196165348,0.6041513185534212,0.583909205658726,0.5687338492818295,0.5986591316838429,0.004989312439368516,-0.014815528493709665,0.023313171802847466,0.03780291854920123,0.5114918395341675,nan,nan
step,raw,relative_delta_norm,12,2,146,0.7121951219512195,0.613866192837284,0.5929186787558337,0.635443377647906,0.6126527478025384,0.5931399361830052,0.630736447192014,0.0012134450347456214,-0.0220652005137646,0.024233103022999938,0.008403171554485814,0.5060987051979734,nan,nan
step,raw,relative_delta_norm,14,-2,59,0.28780487804878047,0.6426840773073293,0.6154175831857374,0.6688189527367131,0.673974143751597,0.6478136342587107,0.6992114037022752,-0.03129006644426766,-0.073881701329502,0.014216056099887603,-0.18169166602780384,0.41367423154266014,nan,nan
step,raw,relative_delta_norm,14,-1,108,0.526829268292683,0.6217619638752054,0.6055643118435035,0.6381571094539983,0.630203113787704,0.6100374973758503,0.649776277753214,-0.008441149912498615,-0.03276178763006572,0.01686324192280017,-0.0647503577595287,0.47933813443072704,nan,nan
step,raw,relative_delta_norm,14,0,170,0.8292682926829268,0.6506993518156163,0.637638435815187,0.6645330805857392,0.6249428408987382,0.6116633354171234,0.6386167597113287,0.025756510916878195,0.0063597089358988935,0.04430246226489541,0.20697224058981195,0.5941522491349481,0.007798440311937612,0.3119376124775045
step,raw,relative_delta_norm,14,1,189,0.9219512195121952,0.6278435242554498,0.6138642494798338,0.6416716504861754,0.6133921047051748,0.6006233900075867,0.6263802630560739,0.014451419550275046,-0.0033882448558138793,0.03168044099732051,0.12028824520369316,0.5401864449483497,nan,nan
step,raw,relative_delta_norm,14,2,146,0.7121951219512195,0.6458580184676875,0.6269890259670681,0.6638165888236197,0.6373969783929929,0.6214922341122611,0.6527067975995884,0.008461040074694646,-0.012534367244639626,0.029267446640623754,0.06540961193607751,0.5364984049540251,nan,nan
step,raw,relative_delta_norm,16,-2,59,0.28780487804878047,0.6117771070892528,0.5870569949811798,0.6366963038505135,0.6392636617361489,0.6179906639759823,0.6632439298144841,-0.027486554646896103,-0.06501311568890587,0.012025980348304151,-0.17988795046874806,0.4073542085607584,nan,nan
step,raw,relative_delta_norm,16,-1,108,0.526829268292683,0.5942604436918542,0.5789408909087932,0.6096586553931788,0.6021178866978045,0.584016726469552,0.6203611313192933,-0.007857443005950362,-0.03020489168939767,0.014971984902189836,-0.06421981568494402,0.4828532235939643,nan,nan
step,raw,relative_delta_norm,16,0,170,0.8292682926829268,0.615313952109393,0.6020446604577934,0.6293900873994126,0.5961531286730486,0.5826768046003931,0.6083462316060767,0.01916082343634437,0.0009355385864482207,0.0368092414473786,0.15852306061131965,0.5756055363321799,0.03999200159968006,0.4719056188762247
step,raw,relative_delta_norm,16,1,189,0.9219512195121952,0.5964020060168372,0.58216666611966,0.6101190121322082,0.5886286828253005,0.5772214581095984,0.6003490566300652,0.007773323191536797,-0.00831610515871376,0.023622162490294717,0.06762562075119842,0.5205341395817586,nan,nan
step,raw,relative_delta_norm,16,2,146,0.7121951219512195,0.6176786140015681,0.6011523694386833,0.633866267931992,0.6090109966797371,0.5930489700389643,0.6247375291606334,0.008667617321830906,-0.011748591981419962,0.02943830980268649,0.07013013705354725,0.5377650591105273,nan,nan
step,raw,relative_delta_norm,18,-2,59,0.28780487804878047,0.5858141916283106,0.5602055679438478,0.6113493930990413,0.6115128610093715,0.5877404699259895,0.635240336520187,-0.025698669381060843,-0.06574485982626171,0.014225638733576918,-0.16523960303826118,0.4174087905774203,nan,nan
step,raw,relative_delta_norm,18,-1,108,0.526829268292683,0.5660729681452116,0.5505625444774827,0.5818480548276393,0.5758566624588437,0.5579192189016828,0.5944722046868669,-0.009783694313632118,-0.033611608137962996,0.014800842754818773,-0.078362128655404,0.476937585733882,nan,nan
step,raw,relative_delta_norm,18,0,170,0.8292682926829268,0.5873089285457835,0.5729279829167268,0.6013269299312549,0.5714298798757441,0.5580710500084302,0.5852603516990648,0.015879048670039458,-0.002469469659468707,0.03468763100750306,0.12621909303511203,0.5628719723183391,0.10677864427114576,0.5024877377465683
step,raw,relative_delta_norm,18,1,189,0.9219512195121952,0.5693012583192694,0.5544151718220698,0.5833517669291093,0.5645768632964482,0.5516464074531561,0.5765963222811777,0.004724395022821174,-0.012233400167453857,0.021755709053662715,0.03914985906253558,0.5100361132107164,nan,nan
step,raw,relative_delta_norm,18,2,146,0.7121951219512195,0.5920807250762639,0.5737179906273338,0.6094445927247201,0.5888392919138686,0.5725317501705395,0.6058551444429648,0.0032414331623952684,-0.017009788784772564,0.023370311766454613,0.025098154255409653,0.5224244698817789,nan,nan
step,raw,relative_delta_norm,20,-2,59,0.28780487804878047,0.5246942609043445,0.5004905126231202,0.5487861732431387,0.5452604490821644,0.5225667363379971,0.5683069727683471,-0.02056618817781998,-0.05670273032481388,0.0172861892919419,-0.1389684812164464,0.42602700373455904,nan,nan
step,raw,relative_delta_norm,20,-1,108,0.526829268292683,0.5059946342198937,0.4905818153517666,0.5217806271932743,0.5150348864219807,0.4969964928166182,0.5332057711564833,-0.009040252202086978,-0.03269811436120006,0.013760268012130702,-0.0752177175214711,0.4763374485596708,nan,nan
step,raw,relative_delta_norm,20,0,170,0.8292682926829268,0.525849547105677,0.511531403564355,0.5397038375542444,0.5163255581084419,0.5033614269161926,0.5302791808720898,0.009523988997235017,-0.00859835506800343,0.02865594286690739,0.07718193085642924,0.539757785467128,0.3113377324535093,0.6063549194922919
step,raw,relative_delta_norm,20,1,189,0.9219512195121952,0.5118026345495194,0.49750066658176445,0.526826773883489,0.5088634684918418,0.49707689719698417,0.520989482727631,0.002939166057677496,-0.013753901240686891,0.018809276791634383,0.02475772533483593,0.5031494079113127,nan,nan
step,raw,relative_delta_norm,20,2,146,0.7121951219512195,0.5396574412102568,0.5221696659106098,0.5577405605618267,0.5335570928985125,0.5163506431530599,0.5503994883025345,0.006100348311744324,-0.015555254770570423,0.026156366779787867,0.04676645969126047,0.5240195158566335,nan,nan
step,raw,relative_delta_norm,22,-2,59,0.28780487804878047,0.514978816448632,0.49135467195409843,0.5390381880357104,0.5365585422111769,0.5132364965596442,0.5586241944487822,-0.021579725762545052,-0.05893209144725638,0.0180527642748113,-0.14415726485760486,0.4234415397874174,nan,nan
step,raw,relative_delta_norm,22,-1,108,0.526829268292683,0.4925750157347432,0.476961911711152,0.5090242108537092,0.5028047716176068,0.4839412752883854,0.5224617181621768,-0.010229755882863645,-0.032412965664709054,0.011235721954316996,-0.08360092669688733,0.4715363511659808,nan,nan
step,raw,relative_delta_norm,22,0,170,0.8292682926829268,0.5089591936153524,0.49489079978974426,0.5233266903810642,0.5021448265103733,0.48917520235128265,0.5159173389348913,0.006814367104979123,-0.011557875319438823,0.02617264332578462,0.054314052239515624,0.5318339100346021,0.4907018596280744,0.7124092422894732
step,raw,relative_delta_norm,22,1,189,0.9219512195121952,0.494436054002671,0.4792374288712544,0.5094127252737366,0.4911619625078938,0.4787935187458676,0.5044657948904883,0.003274091494777215,-0.013159793004314736,0.019754460197750217,0.027447938871412947,0.5060608605582151,nan,nan
step,raw,relative_delta_norm,22,2,146,0.7121951219512195,0.521461793412901,0.503197321515173,0.5411357172292797,0.5117480854873788,0.495672483257439,0.5301656360087329,0.009713707925522164,-0.011153175365434934,0.030540958552123736,0.0744626238734836,0.5306342653405892,nan,nan
step,raw,turn_angle_rad,8,-2,59,0.28780487804878047,1.9299232555648027,1.872560061943733,1.9907646522178488,1.9489594657542342,1.8946990096468037,2.0031719524981613,-0.0190362101894314,-0.09730476565280204,0.059359057828531424,-0.06017823047093199,0.4702671646078713,nan,nan
step,raw,turn_angle_rad,8,-1,108,0.526829268292683,1.9544439128151647,1.9194460938650149,1.99297700325648,1.936950445175171,1.89661373026945,1.9772068934860052,0.017493467639993737,-0.0394363892575105,0.06989392762382822,0.060541806801317134,0.517318244170096,nan,nan
step,raw,turn_angle_rad,8,0,154,0.751219512195122,1.876735963604667,1.8415746670651745,1.9139007634737275,1.8799520018812899,1.8509272659753824,1.9118170421618919,-0.003216038276622822,-0.04993727700663851,0.04126187717759761,-0.01136783807171024,0.4872238151458931,0.8908218356328734,0.9377071954030247
step,raw,turn_angle_rad,8,1,146,0.7121951219512195,1.8646622757389122,1.8297058707230713,1.9001463133790721,1.9008009123475584,1.8667977228556596,1.932065019399336,-0.03613863660864634,-0.08346147043247745,0.016231094157859016,-0.11939684101254595,0.46725464439857384,nan,nan
step,raw,turn_angle_rad,8,2,88,0.4292682926829268,1.8749701312997125,1.8298886323517018,1.9224960458888247,1.875295339660211,1.8302525714378466,1.9233018835159865,-0.00032520836049860174,-0.053057310628620055,0.0536994798955592,-0.0012522760330841251,0.5054235537190083,nan,nan
step,raw,turn_angle_rad,10,-2,59,0.28780487804878047,1.9356840586258193,1.8811385754306438,1.9899433362281929,1.9580389422885442,1.9032378610918077,2.0138132913132845,-0.0223548836627249,-0.09860263194068004,0.05103385958631158,-0.07493992843600898,0.4691180695202528,nan,nan
step,raw,turn_angle_rad,10,-1,108,0.526829268292683,1.9488024259055103,1.9116269362193568,1.98646016617616,1.9455045836943168,1.9069985324309933,1.984592282468522,0.0032978422111935085,-0.05352387820129041,0.05647895526554848,0.011543845839388637,0.5006858710562414,nan,nan
step,raw,turn_angle_rad,10,0,154,0.751219512195122,1.8622858725584948,1.8269100954393287,1.8983371972263634,1.8785395668698597,1.850460249804831,1.9090420435194846,-0.016253694311364905,-0.05845422497043362,0.025286818518267005,-0.06095180601484862,0.46808062067802325,0.4501099780043991,0.7060548674578809
step,raw,turn_angle_rad,10,1,146,0.7121951219512195,1.8509663433244783,1.817864483023343,1.8842411321728196,1.8794411927053374,1.847185982457579,1.9120449636692871,-0.028474849380858955,-0.07683759895089555,0.018933674856407963,-0.09783553628588584,0.47574591855882903,nan,nan
step,raw,turn_angle_rad,10,2,88,0.4292682926829268,1.8562161963094364,1.8132617634467103,1.9011760820042003,1.8434565568512136,1.7977924780412153,1.8928152916106311,0.012759639458222822,-0.040930567817254494,0.06228690814565526,0.0503589063854084,0.5330578512396694,nan,nan
step,raw,turn_angle_rad,12,-2,59,0.28780487804878047,1.9534658678507402,1.9031971860740144,2.0052041217937306,1.970316404003208,1.9176213164450757,2.021592093372749,-0.01685053615246789,-0.08852917607557977,0.05673325253745254,-0.05758761316744314,0.4774490089054869,nan,nan
step,raw,turn_angle_rad,12,-1,108,0.526829268292683,1.9557240472899542,1.9203578613422534,1.993129040411225,1.9549305218237418,1.9183315036749398,1.9937807964505974,0.0007935254662125199,-0.04907703799781976,0.049406729528197496,0.0029261422398544784,0.49502743484224965,nan,nan
step,raw,turn_angle_rad,12,0,154,0.751219512195122,1.8672504595347814,1.8371903703003734,1.9007440541858798,1.882932785269502,1.853664340233648,1.9113750510014496,-0.0156823257347206,-0.053931025309222086,0.023646114902062823,-0.06376790781075524,0.4692612582222972,0.4325134973005399,0.7060548674578809
step,raw,turn_angle_rad,12,1,146,0.7121951219512195,1.8583431301051623,1.8275517611470942,1.8888365983963011,1.8907348309477714,1.8570551436241358,1.9255906728440768,-0.032391700842609145,-0.07887798331371726,0.013105454877631291,-0.11825145712351481,0.46945956089322577,nan,nan
step,raw,turn_angle_rad,12,2,88,0.4292682926829268,1.8615683859044856,1.818385803902691,1.9065789601680907,1.854935734109445,1.8094679324125702,1.901138337701559,0.006632651795040478,-0.04493632678958502,0.05493176024068482,0.02746078159118154,0.518595041322314,nan,nan
step,raw,turn_angle_rad,14,-2,59,0.28780487804878047,1.9517390546152147,1.9021630248780976,2.0031483163773003,1.9653942686016277,1.9103927171836466,2.019468233090336,-0.013655213986412954,-0.08841889561232874,0.06702048546176835,-0.04486356529074189,0.4840563056592933,nan,nan
step,raw,turn_angle_rad,14,-1,108,0.526829268292683,1.956715981165568,1.9222331948854303,1.9929408020167438,1.9648608565330505,1.9251327719677378,1.9990333881643083,-0.008144875367482504,-0.059772786553259245,0.04370135005425523,-0.030734346950777088,0.48302469135802467,nan,nan
step,raw,turn_angle_rad,14,0,154,0.751219512195122,1.8682244211048276,1.8366547557440671,1.9007361675624723,1.8966467759825967,1.8686039266841752,1.9272777991441936,-0.028422354877769174,-0.06772009509724455,0.00904809600347048,-0.11416541739519412,0.4546719514251982,0.15676864627074585,0.5744937968927953
step,raw,turn_angle_rad,14,1,146,0.7121951219512195,1.864764059243137,1.8319964186990099,1.895426352260864,1.8857802577214697,1.854680737444799,1.9170795244713352,-0.02101619847833294,-0.06359049643147481,0.019068549859197172,-0.08201446184648739,0.4810471007693751,nan,nan
step,raw,turn_angle_rad,14,2,88,0.4292682926829268,1.859678489240733,1.8166900367560712,1.9017710236324505,1.8477874113754793,1.8026243479075756,1.8935016811571337,0.011891077865253796,-0.040785538066517225,0.06168247518891633,0.04832229507448388,0.5184659090909091,nan,nan
step,raw,turn_angle_rad,16,-2,59,0.28780487804878047,1.951581597328186,1.8956385074025492,2.003515568729174,1.9573465908988048,1.9005580378285911,2.012235094682645,-0.005764993570618711,-0.08398491002745546,0.06908320425930668,-0.018589326742501435,0.49468543521976444,nan,nan
